X-ACCEL	Y-ACCEL	Z-ACCEL	TOTAL MAG	STATUS
-0.431392405	-1.040506329	-0.054683544	1.127715885	normal
-0.648607595	-0.77164557	-0.247594937	1.037994196	normal
-0.833924051	-0.647088608	-0.227848101	1.079846168	normal
-0.735189873	-0.756455696	-0.174683544	1.069225753	normal
-0.689620253	-0.836962025	-0.133670886	1.092679931	normal
-0.735189873	-0.78835443	-0.14278481	1.087379584	normal
-0.739746835	-0.779240506	-0.118481013	1.080962024	normal
-0.733670886	-0.773164557	-0.139746835	1.074981665	normal
-0.727594937	-0.786835443	-0.18835443	1.088109277	normal
-0.76556962	-0.724556962	-0.198987342	1.072695482	normal
-0.76556962	-0.733670886	-0.177721519	1.075153362	normal
-0.586329114	-0.920506329	-0.034936709	1.091940614	normal
-0.489113924	-0.988860759	0.016708861	1.103339122	normal
-0.486075949	-0.991898734	-0.013670886	1.104680868	normal
-0.476962025	-0.98278481	-0.007594937	1.092436012	normal
-0.449620253	-1.035949367	-0.121518987	1.135832878	normal
-0.750379747	-0.751898734	-0.09721519	1.066710956	normal
-0.662278481	-0.912911392	-0.246075949	1.154371418	normal
-0.543797468	-0.856708861	-0.282531646	1.05332326	normal
-0.683544304	-0.672911392	-0.247594937	0.990628997	normal
-0.562025316	-0.946329114	-0.322025316	1.146783132	normal
-0.619746835	-0.798987342	-0.420759494	1.095219368	normal
-0.437468354	-0.356962025	0.422278481	0.705067064	normal
0.057721519	-0.191392405	1.014683544	1.034188339	fall
0.06835443	-0.200506329	1.014683544	1.036560568	fall
0.06835443	-0.205063291	1.010126582	1.032995157	fall
0.06835443	-0.197468354	1.010126582	1.03151432	fall
0.069873418	-0.192911392	1.010126582	1.030753517	fall
0.072911392	-0.192911392	1.010126582	1.030963912	fall
0.069873418	-0.197468354	1.010126582	1.03161609	fall
0.069873418	-0.200506329	1.013164557	1.035175107	fall
0.06835443	-0.205063291	1.01164557	1.034480565	fall
0.062278481	-0.209620253	1.017721519	1.040949735	fall
0.041012658	-0.218734177	1.01164557	1.035834657	fall
0.041012658	-0.223291139	1.010126582	1.035324434	fall
0.044050633	-0.229367089	1.01164557	1.038256461	fall
0.047088608	-0.250632911	1.010126582	1.041820477	fall
0.05164557	-0.236962025	1.01164557	1.040310062	fall
-0.682700422	-0.839662447	-0.110548523	1.087811504	normal
-0.680506329	-0.847594937	-0.092658228	1.09091319	normal
-0.686582278	-0.844556962	-0.094177215	1.092493037	normal
-0.67443038	-0.850632911	-0.095696203	1.089766237	normal
-0.682025316	-0.841518987	-0.083544304	1.086412624	normal
-0.688101266	-0.847594937	-0.065316456	1.093694093	normal
-0.675949367	-0.836962025	-0.103291139	1.080778441	normal
-0.689620253	-0.852151899	-0.088101266	1.099773061	normal
-0.713924051	-0.780759494	-0.180759494	1.073287907	normal
-0.748860759	-0.736708861	-0.223291139	1.073960574	normal
-0.691139241	-0.79443038	-0.215696203	1.074857167	normal
-0.52556962	-0.93721519	-0.174683544	1.088627612	normal
-0.584810127	-0.981265823	-0.095696203	1.146317261	normal
-0.69721519	-0.753417722	-0.192911392	1.044491307	normal
-0.829367089	-0.660759494	-0.173164557	1.074448156	normal
-0.701772152	-0.773164557	-0.215696203	1.066204688	normal
-0.536202532	-0.972151899	-0.078987342	1.113028063	normal
-0.473924051	-1.004050633	-0.078987342	1.113086106	normal
-0.6	-0.909873418	-0.186835443	1.10579253	normal
-0.736708861	-0.723037975	-0.246075949	1.061167862	normal
-0.753417722	-0.739746835	-0.18835443	1.072539526	normal
-0.619746835	-0.849113924	-0.183797468	1.067174824	normal
-0.519493671	-0.985822785	-0.164050633	1.126336028	normal
-0.510379747	-0.979746835	-0.150379747	1.114901527	normal
-0.680506329	-0.805063291	-0.168607595	1.067541235	normal
-0.753417722	-0.723037975	-0.200506329	1.063308499	normal
-0.770126582	-0.764050633	-0.130632911	1.09267254	normal
-0.704810127	-0.818734177	-0.138227848	1.089123457	normal
-0.568101266	-0.917468354	-0.12	1.085765734	normal
-0.511898734	-0.984303797	-0.077468354	1.112158094	normal
-0.438987342	-0.993417722	-0.135189873	1.094470172	normal
-0.385822785	-1.042025316	-0.085063291	1.114410941	normal
-0.376708861	-1.02835443	-0.126075949	1.102414416	normal
-0.560506329	-0.935696203	-0.135189873	1.099077354	normal
-0.677468354	-0.802025316	-0.258227848	1.081151979	normal
-0.727594937	-0.789873418	-0.229367089	1.098136453	normal
-0.574177215	-0.918987342	-0.159493671	1.095287834	normal
-0.505822785	-0.944810127	-0.18835443	1.088117759	normal
-0.517974684	-0.976708861	-0.205063291	1.124414926	normal
-0.723037975	-0.764050633	-0.195949367	1.07002497	normal
-0.739746835	-0.688101266	-0.249113924	1.040560656	normal
-0.69721519	-0.849113924	-0.195949367	1.116019548	normal
-0.511898734	-0.932658228	-0.16556962	1.07671026	normal
-0.493670886	-0.988860759	-0.09721519	1.109507701	normal
-0.511898734	-0.984303797	-0.109367089	1.114834266	normal
-0.606075949	-0.884050633	-0.156455696	1.08321372	normal
-0.77164557	-0.730632911	-0.226329114	1.08650182	normal
-0.782278481	-0.647088608	-0.253670886	1.046437866	normal
-0.776202532	-0.692658228	-0.258227848	1.071889646	normal
-0.777721519	-0.680506329	-0.256708861	1.064818794	normal
-0.800506329	-0.672911392	-0.235443038	1.071939154	normal
-0.818734177	-0.648607595	-0.229367089	1.069404847	normal
-0.827848101	-0.615189873	-0.21721519	1.054027276	normal
-0.69721519	-0.79443038	-0.218734177	1.079385607	normal
-0.572658228	-0.925063291	-0.139746835	1.096908709	normal
-0.540759494	-0.950886076	-0.126075949	1.101135916	normal
-0.455696203	-0.975189873	-0.208101266	1.096339571	normal
-0.440506329	-0.999493671	-0.16556962	1.104738305	normal
-0.470886076	-0.975189873	-0.17164557	1.096444794	normal
-0.455696203	-0.976708861	-0.202025316	1.096555268	normal
-0.452658228	-0.976708861	-0.203544304	1.095577452	normal
-0.469367089	-0.970632911	-0.192911392	1.095284674	normal
-0.489113924	-0.966075949	-0.176202532	1.097079078	normal
-0.473924051	-0.970632911	-0.192911392	1.097245214	normal
-0.572658228	-0.915949367	-0.138227848	1.089039773	normal
-0.575696203	-0.931139241	-0.123037975	1.101628225	normal
-0.589367089	-0.922025316	-0.085063291	1.097597382	normal
-0.593924051	-0.917468354	-0.078987342	1.095779613	normal
-0.586329114	-0.925063291	-0.077468354	1.097964147	normal
-0.581772152	-0.928101266	-0.078987342	1.098212091	normal
-0.581772152	-0.926582278	-0.089620253	1.097745574	normal
-0.572658228	-0.940253165	-0.075949367	1.103531497	normal
-0.55443038	-0.935696203	-0.083544304	1.090825412	normal
-0.545316456	-0.956962025	-0.06835443	1.103548224	normal
-0.537721519	-0.964556962	-0.044050633	1.105194564	normal
-0.557468354	-0.940253165	-0.039493671	1.093803789	normal
-0.560506329	-0.955443038	-0.042531646	1.108534025	normal
-0.545316456	-0.947848101	-0.071392405	1.095848044	normal
-0.590886076	-0.931139241	-0.04556962	1.103740563	normal
-0.565063291	-0.940253165	-0.063797468	1.098836955	normal
-0.565063291	-0.93721519	-0.063797468	1.096238547	normal
-0.574177215	-0.938734177	-0.054683544	1.101767498	normal
-0.581772152	-0.931139241	-0.057721519	1.099459365	normal
-0.596962025	-0.920506329	-0.050126582	1.098275118	normal
-0.572658228	-0.926582278	-0.094177215	1.093325895	normal
-0.6	-0.91443038	-0.071392405	1.096029103	normal
-0.568101266	-0.931139241	-0.101772152	1.095498473	normal
-0.517974684	-0.967594937	-0.106329114	1.102652989	normal
-0.54835443	-0.958481013	-0.037974684	1.104907467	normal
-0.569620253	-0.938734177	-0.072911392	1.100456796	normal
-0.542278481	-0.946329114	-0.118481013	1.097106418	normal
-0.446582278	-0.978227848	-0.148860759	1.085598904	normal
-0.460253165	-1.022278481	-0.088101266	1.124565739	normal
-0.540759494	-0.966075949	-0.050126582	1.108258203	normal
-0.675949367	-0.806582278	-0.209620253	1.07304388	normal
-0.792911392	-0.648607595	-0.273417722	1.060262957	normal
-0.782278481	-0.621265823	-0.309873418	1.045921785	normal
-0.72	-0.780759494	-0.17164557	1.075847382	normal
-0.558987342	-0.952405063	-0.025822785	1.104630739	normal
-0.820253165	-0.783797468	0.027341772	1.134857391	normal
-0.691139241	-0.770126582	-0.041012658	1.035591831	normal
-0.613670886	-0.93721519	-0.182278481	1.134984455	normal
-0.501265823	-0.985822785	0.053164557	1.107221955	normal
-0.612151899	-0.90835443	0.019746835	1.09554902	normal
-0.868860759	-0.625822785	0.094177215	1.074915125	normal
-0.861265823	-0.628860759	0.007594937	1.066443789	normal
-0.738227848	-0.780759494	-0.033417722	1.075026738	normal
-0.569620253	-0.935696203	-0.095696203	1.09961465	normal
-0.542278481	-0.943291139	-0.116962025	1.094323645	normal
-0.461772152	-0.973670886	-0.192911392	1.09475263	normal
-0.727594937	-0.861265823	-0.197468354	1.144625249	normal
-0.691139241	-0.654683544	-0.229367089	0.97923095	normal
-0.536202532	-0.925063291	-0.223291139	1.092297661	normal
-0.795949367	-0.732151899	-0.265822785	1.113662225	normal
-0.65164557	-0.832405063	-0.290126582	1.096226971	normal
-0.452658228	-0.800506329	-0.246075949	0.951978585	normal
-1.010126582	-0.533164557	-0.031898734	1.142645039	normal
-0.633417722	0.034936709	0.776202532	1.002461447	fall
-0.593924051	0.001518987	0.815696203	1.009013568	fall
-0.583291139	-0.016708861	0.827848101	1.012837706	fall
-0.584810127	-0.016708861	0.827848101	1.013713248	fall
-0.584810127	-0.015189873	0.826329114	1.012449219	fall
-0.580253165	-0.015189873	0.827848101	1.011067231	fall
-0.569620253	-0.021265823	0.836962025	1.012632658	fall
-0.55443038	-0.02278481	0.849113924	1.014350358	fall
-0.55443038	-0.02278481	0.850632911	1.015622244	fall
-0.402531646	-1.04556962	0.098734177	1.124720407	normal
-0.404050633	-1.051139241	0.080506329	1.128995964	normal
-0.533164557	-0.976708861	-0.025822785	1.113055012	normal
-0.777721519	-0.706329114	-0.170126582	1.064281275	normal
-0.753417722	-0.754936709	-0.26278481	1.09846418	normal
-0.537721519	-0.915949367	-0.109367089	1.06774006	normal
-0.660759494	-0.918987342	-0.118481013	1.138059134	normal
-0.786835443	-0.672911392	-0.089620253	1.039207172	normal
-0.583291139	-0.856708861	-0.241518987	1.064194553	normal
-0.508860759	-0.981265823	-0.226329114	1.128293736	normal
-0.603037975	-0.867341772	-0.306835443	1.100038426	normal
-0.756455696	-0.66835443	-0.167088608	1.02315271	normal
-0.677468354	-0.944810127	-0.243037975	1.187727664	normal
-0.598481013	-0.871898734	-0.274936709	1.0926926	normal
-0.732151899	-0.575696203	-0.116962025	0.938697308	normal
-0.516455696	-0.761012658	0.256708861	0.954864488	normal
-0.17164557	-0.28556962	0.716962025	0.790598985	fall
0.164050633	-0.212658228	0.999493671	1.034951076	fall
0.384303797	-0.305316456	0.90835443	1.032480178	fall
0.486075949	-0.401012658	0.833924051	1.045232177	fall
0.598481013	-0.487594937	0.721518987	1.056654151	fall
0.776202532	-0.695696203	0.039493671	1.043093153	normal
0.79443038	-0.539240506	-0.367594937	1.028117692	fall
0.713924051	-0.463291139	-0.584810127	1.032632129	normal
0.701772152	-0.455696203	-0.604556962	1.032294678	normal
-0.486919831	-0.944303797	-0.097046414	1.066873278	normal
-0.495189873	-1.03443038	-0.082025316	1.149777097	normal
-0.836962025	-0.669873418	0.036455696	1.072643858	normal
-0.657721519	-0.856708861	-0.103291139	1.084996188	normal
-0.537721519	-0.987341772	-0.109367089	1.129579288	normal
-0.66835443	-0.836962025	-0.161012658	1.083110406	normal
-0.829367089	-0.642531646	-0.123037975	1.056330927	normal
-0.66835443	-0.789873418	-0.208101266	1.05541641	normal
-0.511898734	-1.007088608	-0.12	1.136075604	normal
-0.580253165	-0.903797468	-0.126075949	1.081405911	normal
-0.741265823	-0.733670886	-0.229367089	1.06787511	normal
-0.786835443	-0.69721519	-0.221772152	1.074430976	normal
-0.76556962	-0.700253165	-0.249113924	1.067009412	normal
-0.762531646	-0.704810127	-0.252151899	1.068546866	normal
-0.789873418	-0.66835443	-0.235443038	1.061146118	normal
-0.797468354	-0.666835443	-0.246075949	1.068259639	normal
-0.776202532	-0.685063291	-0.243037975	1.0634235	normal
-0.823291139	-0.644050633	-0.212658228	1.06669257	normal
-0.830886076	-0.656202532	-0.173164557	1.072827758	normal
-0.744303797	-0.700253165	-0.205063291	1.042302063	normal
-0.586329114	-0.923544304	-0.197468354	1.111624785	normal
-0.466329114	-1.014683544	-0.066835443	1.118710201	normal
-0.551392405	-0.925063291	-0.147341772	1.086961487	normal
-0.783797468	-0.713924051	-0.198987342	1.078713115	normal
-0.703291139	-0.767088608	-0.255189873	1.071524722	normal
-0.530126582	-0.926582278	-0.223291139	1.090618102	normal
-0.489113924	-0.972151899	-0.179240506	1.102922891	normal
-0.507341772	-0.949367089	-0.197468354	1.094389005	normal
-0.52556962	-0.935696203	-0.226329114	1.096802479	normal
-0.542278481	-0.912911392	-0.233924051	1.087287277	normal
-0.537721519	-0.915949367	-0.24	1.08890205	normal
-0.543797468	-0.926582278	-0.208101266	1.094338404	normal
-0.569620253	-0.870379747	-0.258227848	1.071778782	normal
-0.776202532	-0.824810127	-0.224810127	1.154704165	normal
-0.732151899	-0.619746835	-0.144303797	0.970028932	normal
-0.607594937	-0.947848101	-0.157974684	1.136900889	normal
-0.803544304	-0.767088608	-0.274936709	1.144420628	normal
-0.625822785	-0.777721519	-0.281012658	1.037050159	normal
-0.522531646	-0.856708861	-0.203544304	1.023923667	normal
-0.756455696	-0.686582278	-0.218734177	1.044732064	normal
0.030379747	-0.50278481	0.306835443	0.589799528	normal
0.504303797	-0.274936709	0.861265823	1.035225256	fall
0.508860759	-0.256708861	0.867341772	1.037844141	fall
0.511898734	-0.246075949	0.870379747	1.039304859	fall
0.55443038	-0.218734177	0.835443038	1.026256672	fall
0.555949367	-0.218734177	0.841518987	1.032026427	fall
0.55443038	-0.218734177	0.843037975	1.032448891	fall
0.55443038	-0.211139241	0.841518987	1.029624704	fall
0.557468354	-0.211139241	0.841518987	1.031263764	fall
0.55443038	-0.206582278	0.843037975	1.029942868	fall
0.55443038	-0.206582278	0.841518987	1.028699903	fall
0.55443038	-0.211139241	0.844556962	1.032109145	fall
0.55443038	-0.209620253	0.841518987	1.029314288	fall
0.55443038	-0.214177215	0.844556962	1.032734907	fall
-0.547679325	-0.912236287	-0.08185654	1.067158929	normal
-0.709367089	-0.91443038	-0.133670886	1.165011799	normal
-0.694177215	-0.659240506	-0.089620253	0.961515388	normal
-0.596962025	-0.973670886	-0.14278481	1.150993552	normal
-0.823291139	-0.798987342	-0.06835443	1.149287345	normal
-0.713924051	-0.689620253	-0.031898734	0.993116898	normal
-0.580253165	-0.987341772	-0.176202532	1.158699634	normal
-0.55443038	-0.93721519	-0.024303797	1.089199721	normal
-0.55443038	-0.958481013	0.021265823	1.10748866	normal
-0.53164557	-0.972151899	0.016708861	1.108154101	normal
-0.542278481	-0.923544304	-0.183797468	1.086637723	normal
-0.820253165	-0.727594937	-0.132151899	1.104388415	normal
-0.678987342	-0.865822785	-0.247594937	1.127819204	normal
-0.57721519	-0.823291139	-0.230886076	1.031646284	normal
-0.756455696	-0.631898734	-0.183797468	1.002647864	normal
-0.657721519	-0.909873418	-0.215696203	1.143237545	normal
-0.762531646	-0.691139241	-0.309873418	1.074778812	normal
-0.288607595	-0.639493671	-0.127594937	0.713110768	normal
0.64556962	-0.203544304	0.802025316	1.049492747	fall
0.634936709	-0.282531646	0.768607595	1.036207696	fall
0.631898734	-0.28556962	0.774683544	1.039702175	fall
0.630379747	-0.284050633	0.773164557	1.03723036	fall
0.633417722	-0.288607595	0.770126582	1.038078661	fall
0.634936709	-0.28556962	0.768607595	1.037040147	fall
0.631898734	-0.287088608	0.768607595	1.035602971	fall
0.631898734	-0.282531646	0.76556962	1.032093496	fall
0.630379747	-0.288607595	0.76556962	1.032845493	fall
0.630379747	-0.290126582	0.767088608	1.034396921	fall
0.630379747	-0.293164557	0.768607595	1.036379138	fall
0.382278481	-1.027004219	0.029535865	1.096242159	normal
0.388860759	-1.022278481	0.133670886	1.101877438	normal
0.332658228	-1.042025316	0.203544304	1.112613383	normal
0.297721519	-1.042025316	0.218734177	1.105576548	normal
0.30835443	-1.049620253	0.189873418	1.110331953	normal
0.293164557	-1.046582278	-0.101772152	1.091621498	normal
0.369113924	-0.963037975	-0.249113924	1.061011299	normal
0.476962025	-0.922025316	-0.264303797	1.071204908	normal
0.490632911	-0.928101266	-0.220253165	1.072662142	normal
0.463291139	-0.90835443	-0.31443038	1.067058065	normal
0.431392405	-0.81721519	-0.489113924	1.045548901	normal
0.454177215	-0.77164557	-0.530126582	1.040551787	normal
0.463291139	-0.748860759	-0.545316456	1.035761147	normal
0.478481013	-0.767088608	-0.513417722	1.039695517	normal
0.399493671	-0.733670886	-0.606075949	1.032083436	normal
0.393417722	-0.931139241	-0.306835443	1.056383348	normal
0.369113924	-0.991898734	-0.197468354	1.076615966	normal
0.378227848	-1.017721519	-0.088101266	1.089300339	normal
0.381265823	-1.026835443	-0.001518987	1.095334178	normal
0.416202532	-1.013164557	0.07443038	1.097846459	normal
0.270379747	-1.067848101	0.006075949	1.101563295	normal
0.211139241	-1.086075949	0.015189873	1.106513208	normal
0.388860759	-1.022278481	0.069873418	1.095969104	normal
0.404050633	-1.01164557	0.069873418	1.091588735	normal
0.300759494	-1.063291139	0.104810127	1.109968235	normal
0.261265823	-1.072405063	0.078987342	1.106594528	normal
0.236962025	-1.072405063	0.065316456	1.100213552	normal
0.208101266	-1.084556962	0.078987342	1.107162563	normal
0.221772152	-1.08	0.075949367	1.105147589	normal
0.223291139	-1.083037975	0.086582278	1.109200919	normal
0.238481013	-1.069367089	0.07443038	1.098161666	normal
0.21721519	-1.087594937	0.062278481	1.110821225	normal
0.261265823	-1.076962025	0.07443038	1.11069659	normal
0.167088608	-1.086075949	0.059240506	1.100449457	normal
0.138227848	-1.092151899	-0.010632911	1.100915876	normal
0.053164557	-1.096708861	-0.016708861	1.098123846	normal
0.082025316	-1.10278481	0.009113924	1.105868687	normal
0.127594937	-1.05721519	0.130632911	1.072869695	normal
0.349367089	-1.087594937	0.139746835	1.150847204	normal
0.338734177	-1.045063291	0.095696203	1.102749241	normal
0.370632911	-1.031392405	0.083544304	1.09914453	normal
0.080506329	-1.10278481	0.034936709	1.106271296	normal
0.12	-1.078481013	-0.07443038	1.087686157	normal
0.284050633	-1.078481013	0.21721519	1.136216747	normal
0.258227848	-1.083037975	-0.021265823	1.113600068	normal
-0.29164557	-1.026835443	0.157974684	1.079075607	normal
-0.484556962	-1.038987342	0.203544304	1.164354082	normal
-0.449620253	-1.00556962	0.232405063	1.125762296	normal
-0.018227848	-1.070886076	0.185316456	1.086955119	normal
0.223291139	-1.08	0.113924051	1.108709891	normal
0.115443038	-1.078481013	0.091139241	1.0884644	normal
0.361518987	-1.049620253	0.16556962	1.12241345	normal
0.299240506	-1.060253165	0.130632911	1.109390198	normal
0.281012658	-1.060253165	0.057721519	1.098379106	normal
0.279493671	-1.067848101	0.113924051	1.109682373	normal
0.246075949	-1.069367089	0.113924051	1.103212596	normal
0.182278481	-1.084556962	0.115443038	1.105810266	normal
0.282531646	-1.055696203	0.127594937	1.100272271	normal
0.347848101	-1.076962025	0.182278481	1.146329338	normal
0.16556962	-1.045063291	0.085063291	1.06151135	normal
0.258227848	-1.058734177	0.258227848	1.119947008	normal
0.200506329	-1.072405063	0.147341772	1.100892822	normal
0.247594937	-1.072405063	0.191392405	1.117133352	normal
0.016708861	-0.882531646	0.273417722	0.924066308	normal
-0.215696203	-0.832405063	0.590886076	1.043345291	normal
-0.299240506	-0.397974684	0.976708861	1.09630695	fall
-4.44089E-17	-0.24	0.972151899	1.001338761	fall
-0.209620253	-0.513417722	0.955443038	1.104721597	fall
-0.065316456	-0.484556962	0.972151899	1.088182431	fall
-0.027341772	-0.484556962	0.975189873	1.089283393	fall
0.001518987	-0.492151899	0.969113924	1.086921155	fall
0.444725738	-0.942616034	0.343459916	1.097392675	normal
0.435949367	-0.955443038	0.33721519	1.103012844	normal
0.416202532	-0.958481013	0.340253165	1.098946138	normal
0.404050633	-0.969113924	0.343291139	1.104666247	normal
0.414683544	-0.967594937	0.315949367	1.099102546	normal
0.265822785	-1.029873418	0.33721519	1.115802444	normal
0.223291139	-1.070886076	0.370632911	1.15499986	normal
0.290126582	-0.952405063	0.40556962	1.07505142	normal
0.148860759	-0.997974684	0.352405063	1.068785443	normal
0.252151899	-0.993417722	0.483037975	1.13304238	normal
0.115443038	-0.853670886	0.41164557	0.954742453	normal
0.214177215	-0.917468354	0.329620253	0.998133043	normal
-0.205063291	-0.572658228	1.104303797	1.260743938	fall
0.168607595	-0.575696203	1.045063291	1.204994573	normal
0.426835443	-0.762531646	0.656202532	1.092815066	normal
0.43443038	-0.732151899	0.686582278	1.093696202	normal
0.466329114	-0.764050633	0.625822785	1.092195207	normal
0.437468354	-0.809620253	0.596962025	1.096917123	normal
0.432911392	-0.820253165	0.595443038	1.102170558	normal
0.431392405	-0.823291139	0.592405063	1.102203006	normal
0.429873418	-0.821772152	0.590886076	1.099657665	normal
0.422278481	-0.827848101	0.592405063	1.102086818	normal
0.417721519	-0.827848101	0.593924051	1.101167346	normal
0.417721519	-0.827848101	0.590886076	1.099531764	normal
0.426835443	-0.830886076	0.612151899	1.116821433	normal
0.177721519	-0.587848101	0.871898734	1.066469752	fall
0.015189873	-0.514936709	0.963037975	1.0921688	fall
-0.243037975	-0.505822785	0.940253165	1.094988658	fall
-0.318987342	-0.62278481	0.836962025	1.09092588	normal
-0.353924051	-0.618227848	0.773164557	1.051309345	normal
-0.317468354	-0.612151899	0.814177215	1.066958594	normal
0.030379747	-0.660759494	0.949367089	1.157075584	normal
-0.390379747	-0.578734177	0.802025316	1.063284629	fall
0.351898734	-0.964556962	0.4092827	1.105312255	normal
0.408607595	-0.940253165	0.393417722	1.09809548	normal
0.402531646	-0.938734177	0.413164557	1.101797864	normal
0.393417722	-0.944810127	0.396455696	1.097552185	normal
0.233924051	-1.023797468	0.323544304	1.098891548	normal
0.236962025	-1.013164557	0.466329114	1.140226409	normal
0.288607595	-1.008607595	0.442025316	1.138406784	normal
0.132151899	-0.964556962	0.384303797	1.046672664	normal
0.276455696	-0.905316456	0.552911392	1.096237495	normal
0.106329114	-0.940253165	0.489113924	1.065182766	normal
0.109367089	-0.628860759	0.461772152	0.787820116	normal
-0.309873418	-0.833924051	1.090632911	1.407455507	normal
-0.127594937	-0.446582278	1.347341772	1.425147729	fall
-0.177721519	-0.580253165	0.915949367	1.09874561	fall
-0.227848101	-0.52556962	0.953924051	1.112703589	fall
-0.098734177	-0.508860759	0.896202532	1.035309948	fall
-0.063797468	-0.496708861	0.947848101	1.072010183	fall
-0.048607595	-0.507341772	0.944810127	1.073510385	fall
-0.030379747	-0.52556962	0.928101266	1.067013737	fall
0.075949367	-0.639493671	0.879493671	1.090059438	normal
0.091139241	-0.647088608	0.864303797	1.083536378	normal
0.100253165	-0.650126582	0.864303797	1.086156676	normal
0.075949367	-0.625822785	0.876455696	1.079628201	normal
0.071392405	-0.619746835	0.882531646	1.080761362	normal
0.387341772	-0.917299578	0.473417722	1.10254093	normal
0.250632911	-0.987341772	0.445063291	1.111639314	normal
0.249113924	-0.990379747	0.42835443	1.107428241	normal
0.326582278	-0.978227848	0.394936709	1.104337227	normal
0.282531646	-1.022278481	0.28556962	1.098374905	normal
0.369113924	-0.909873418	0.466329114	1.087003941	normal
0.297721519	-0.972151899	0.510379747	1.137631268	normal
0.325063291	-0.931139241	0.493670886	1.102904063	normal
0.273417722	-0.852151899	0.596962025	1.075771244	normal
0.089620253	-0.578734177	0.595443038	0.835175101	fall
-0.270379747	-0.953924051	0.89164557	1.333457207	normal
1.060253165	0.003037975	0.665316456	1.251715618	fall
0.994936709	-0.010632911	0.361518987	1.058635013	fall
0.818734177	-0.150379747	0.551392405	0.998485506	fall
0.826329114	-0.135189873	0.621265823	1.04262521	fall
0.917468354	-0.174683544	0.408607595	1.019422723	fall
0.91443038	-0.153417722	0.437468354	1.025230939	fall
0.923544304	-0.162531646	0.422278481	1.028430713	fall
0.928101266	-0.247594937	0.356962025	1.024742455	fall
0.940253165	-0.220253165	0.343291139	1.024907935	fall
0.943291139	-0.208101266	0.367594937	1.033552296	fall
